bodyparts,forehead,forehead,forehead,trunk_base,trunk_base,trunk_base,trunk_01,trunk_01,trunk_01,trunk_02,trunk_02,trunk_02,trunk_03,trunk_03,trunk_03,trunk_04,trunk_04,trunk_04,trunk_nose,trunk_nose,trunk_nose,right_eartop,right_eartop,right_eartop,right_earmid,right_earmid,right_earmid,right_earbtm,right_earbtm,right_earbtm,right_tusk_end,right_tusk_end,right_tusk_end,left_eartop,left_eartop,left_eartop,left_earmid,left_earmid,left_earmid,left_earbtm,left_earbtm,left_earbtm,left_tusk_end,left_tusk_end,left_tusk_end,upper_jaw,upper_jaw,upper_jaw,lower_jaw,lower_jaw,lower_jaw,right_eye,right_eye,right_eye,left_eye,left_eye,left_eye,back_base,back_base,back_base,back_end,back_end,back_end,back_middle,back_middle,back_middle,tail_base,tail_base,tail_base,tail_end,tail_end,tail_end,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_left_paw,back_left_thai,back_left_thai,back_left_thai,back_right_thai,back_right_thai,back_right_thai,back_left_knee,back_left_knee,back_left_knee,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw,belly_bottom,belly_bottom,belly_bottom,body_middle_right,body_middle_right,body_middle_right,body_middle_left,body_middle_left,body_middle_left
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
239,172.77441,7.4591336,175.6196,171.90553,-1.3753473,173.0695,,,,172.78777,4.5887923,174.99335,172.99214,7.1039767,175.81673,,,,,,,,,,,,,,,,172.1796,-1.9841678,173.89754,,,,166.22664,-3.6264832,168.0635,169.13315,-4.851312,169.45659,,,,,,,172.57146,-1.7509439,174.28848,172.78456,0.19138037,174.33765,,,,168.87413,-4.593718,166.56926,163.67422,-2.3449397,159.06429,167.3839,-3.4598012,163.72276,163.66893,-2.3027737,159.0722,162.0299,9.178321,158.27617,169.47832,2.7669704,170.52751,170.76913,6.80397,172.15265,171.18463,8.552307,171.95499,,,,169.29655,7.683398,168.09421,,,,164.1252,10.363272,163.55916,163.00099,3.541494,161.98055,164.96928,3.949347,161.19121,164.2393,8.798487,163.39017,164.98125,9.073882,161.66982,163.52481,10.567164,160.34073,,,,,,,,,
240,172.78566,7.499816,175.61447,171.91562,-1.3758531,173.0724,172.05888,0.45372802,173.24492,172.97844,4.5724273,175.18707,173.01357,7.1199718,175.81204,,,,,,,,,,,,,,,,172.56512,-1.8618479,174.29977,,,,166.5585,-3.6641948,168.39429,169.13516,-4.843604,169.462,,,,,,,172.62076,-1.7555226,174.33833,172.82701,0.24744646,174.39899,,,,168.90181,-4.59729,166.62073,163.7968,-2.3534465,159.23677,167.4625,-3.4657311,163.80675,163.7915,-2.3112483,159.2447,162.46239,9.133868,158.73225,169.73561,2.7469811,170.79129,170.77946,6.7001896,172.13708,171.11859,8.484675,172.0841,,,,169.35773,7.6790032,168.15782,168.60567,9.115577,167.41058,164.15312,10.312508,163.59085,162.94942,3.533618,162.17531,165.09787,3.9430735,161.31697,,,,165.37073,8.930573,162.0684,164.22052,10.405725,161.00026,,,,,,,,,
241,172.89128,7.504177,175.4236,,,,,,,173.02104,4.61231,175.26508,173.02383,7.156523,175.79343,,,,,,,172.40813,-2.4333053,166.8738,,,,,,,172.61443,-1.8664585,174.34964,,,,166.58305,-3.7069292,168.40591,169.16072,-4.9176927,169.48459,,,,,,,172.61552,-1.7857814,174.36218,172.83612,0.19617888,174.39447,,,,168.94977,-4.6097455,166.66635,163.95332,-2.409208,159.41592,167.4865,-3.3480015,164.08998,163.9326,-2.242331,159.4471,162.65941,9.058588,158.98,169.78912,2.926972,170.84142,170.63669,6.6360283,172.46603,170.62048,8.354071,172.97563,,,,169.36891,7.678165,168.1703,168.83061,9.005143,167.57599,164.0535,10.155888,163.71431,162.8644,3.4588776,162.31425,165.54692,4.064999,161.7544,,,,165.50417,9.029519,162.33943,164.375,10.395182,161.26088,167.96013,4.8546276,166.3784,,,,,,
242,173.01611,7.458663,175.49591,,,,,,,173.03572,4.5398498,175.41512,173.23917,7.0930223,175.68771,,,,,,,172.6834,-2.5749798,167.23239,,,,172.8939,1.5489359,176.01245,,,,,,,166.65306,-3.652642,168.44255,169.14394,-4.866587,169.60417,172.8939,1.5489359,176.01245,,,,172.72195,-1.7923986,174.46643,172.88852,0.18392225,174.59056,173.25041,1.608442,175.3213,169.13223,-4.575744,166.93098,164.20755,-2.2116947,159.71478,167.65521,-3.5166624,164.304,164.2072,-2.20884,159.71533,162.93105,8.989411,159.25835,169.94046,2.98947,171.12611,170.59296,6.6387277,172.57973,170.62238,8.303579,172.9774,,,,169.40274,7.690209,168.26312,168.67133,8.9908,167.37196,163.90765,10.081408,163.91872,163.0305,3.9325635,162.56538,166.19226,4.224538,162.17624,163.96497,8.378854,163.82465,165.70793,8.9893265,162.64346,165.64272,10.291042,162.51228,168.13406,4.814747,166.63072,,,,,,
243,173.11807,7.451136,175.58101,,,,,,,173.08351,4.4670835,175.45714,173.3408,6.9355707,175.75063,,,,,,,172.69174,-2.658827,167.26964,,,,,,,172.76367,-1.851392,174.6549,,,,166.90613,-3.688818,168.69246,169.21223,-4.8956437,169.66454,,,,,,,172.75414,-1.7705686,174.67201,172.98553,0.2602885,174.7059,173.26146,1.4915423,175.31007,169.23445,-4.5920215,167.0711,164.2167,-2.1085045,159.7814,167.69011,-3.58015,164.38513,164.2167,-2.1085045,159.7814,162.86006,8.764296,159.96785,170.04257,3.0196378,171.25784,170.67212,6.5709834,172.66655,170.61282,8.33736,173.02127,,,,169.44221,7.685783,168.34512,168.84703,8.9431095,167.5314,163.86205,9.9706335,163.94254,163.2429,4.156384,162.82704,167.97107,5.096133,163.89078,163.68541,8.40353,163.90521,166.23413,8.959016,163.17926,165.84512,10.27966,162.71213,168.19673,4.7890897,166.73709,,,,,,
244,173.179,7.3688664,175.48456,172.19617,-0.77421546,173.46469,172.09364,0.393491,173.53944,173.17308,4.160096,175.46463,173.353,6.913975,175.74428,,,,,,,172.33694,-3.5776274,167.86879,172.76013,-4.630668,169.27328,173.13364,1.5596639,176.24335,172.76578,-1.8382572,174.66605,,,,166.9653,-3.7235076,168.7509,169.19649,-4.974779,169.67746,173.13364,1.5596639,176.24335,,,,172.798,-1.7445655,174.73114,173.02646,0.2561911,174.75464,173.37968,1.3357303,175.4067,169.34195,-4.694617,167.21457,164.26485,-2.0887845,159.8288,167.68233,-3.6400495,164.4023,164.26485,-2.0887845,159.8288,,,,170.05035,2.9903908,171.26196,170.68028,6.6294947,172.67584,170.60228,8.388367,173.0687,,,,169.55698,7.699768,168.49184,168.8956,8.851065,167.5474,163.85237,9.963703,163.95744,163.36507,4.081121,163.20837,168.02681,5.092669,163.9453,163.85503,8.461456,164.08865,166.60513,8.919925,163.59566,165.84358,10.265053,162.88689,168.39616,4.709254,166.97694,,,,,,
245,173.18295,7.3081503,175.47453,172.17776,-0.80120975,173.52681,172.22447,0.34048882,173.68602,173.20773,4.1157484,175.48732,173.40752,6.55135,175.78053,,,,,,,172.79231,-3.73736,168.31448,172.82358,-4.646064,169.34512,173.12924,1.5579858,176.34773,172.77582,-1.8620363,174.77101,,,,167.05527,-3.7784219,168.92958,169.20872,-5.072087,169.65686,173.12924,1.5579858,176.34773,,,,172.85712,-1.7658676,174.78575,173.06174,0.17271693,174.86307,173.40685,1.2990704,175.52,169.97446,-4.754133,167.84041,164.25491,-2.0445762,159.87302,167.74008,-3.675256,164.48914,164.25491,-2.0445762,159.87302,163.24994,8.701874,160.54501,170.05061,3.010255,171.33653,170.69446,6.606879,172.77272,170.54886,8.356036,173.16995,,,,169.6175,7.6112447,168.52867,,,,163.79521,10.072807,164.09251,163.31625,4.0817304,163.35834,168.27777,5.149991,164.1962,163.88579,8.577346,164.1549,167.11592,8.884409,164.10835,166.0553,10.139767,163.11354,168.5922,4.6573696,167.18002,,,,,,
246,173.18777,7.3415747,175.4783,172.27069,-0.7481626,173.64276,172.2876,0.33335388,173.72162,173.20486,4.1197343,175.52162,173.37776,6.6407733,175.77284,,,,,,,172.8188,-3.739654,168.3403,172.99695,-4.786219,169.54684,173.17015,1.546352,176.38881,172.758,-1.7856638,174.74771,,,,167.11406,-3.8638325,168.98105,169.17166,-5.0302243,169.7234,173.17015,1.546352,176.38881,,,,172.87285,-1.6889282,174.79788,173.15695,0.24608538,174.97234,173.48358,1.2788421,175.6189,169.97424,-4.7808294,167.87907,164.31311,-1.9192557,159.9303,167.88649,-3.798731,164.64653,164.3115,-1.9062629,159.93272,163.47803,8.720494,160.8051,170.00833,3.0227804,171.334,170.6906,6.634141,172.79282,170.51709,8.488108,173.268,,,,169.60556,7.6106353,168.55548,,,,163.75034,10.228767,164.14177,163.53694,4.060062,163.67195,168.36081,5.1560345,164.3282,163.84438,8.578616,164.148,167.4346,8.801224,164.48866,166.86987,10.036073,163.97981,168.63202,4.531785,167.21939,,,,,,
247,,,,172.3439,-1.0694788,173.73041,172.4192,-0.04992723,173.73213,173.23836,4.116721,175.55571,173.36789,6.6277885,175.88214,,,,,,,173.59987,-3.498271,167.9245,173.14445,-4.799776,169.69156,173.28014,1.3589375,176.44453,172.79305,-1.7968544,174.78058,,,,167.18286,-4.1881166,169.33388,169.09688,-5.0929704,169.75963,173.28014,1.3589375,176.44453,,,,172.9748,-1.7530446,174.85835,173.29155,-0.18315645,175.09413,173.48877,1.1972162,175.72426,169.83833,-4.8080726,168.09784,164.31099,-1.9063002,159.9335,167.78455,-3.8498495,164.86897,164.28658,-1.7072505,159.97049,163.49638,8.597755,160.8418,169.93105,2.8588705,171.37039,170.69005,6.5955276,172.90819,170.46515,8.487495,173.34584,,,,169.77502,7.688595,168.80074,,,,163.74203,10.252282,164.25603,163.50589,4.074934,163.73605,168.52313,5.026142,164.51888,163.82658,8.561438,164.23053,167.86375,8.748686,164.93831,167.5214,10.083439,164.68047,168.63344,4.5162787,167.28918,,,,,,
248,,,,172.50674,-1.0845183,173.89488,172.42026,-0.12389756,173.76259,173.31381,4.2352924,175.62794,173.41747,6.6619935,175.93115,,,,,,,173.77324,-3.3504324,167.74495,172.97868,-4.7892056,170.06082,173.3216,1.3032986,176.4369,,,,,,,167.07333,-4.198685,169.5696,169.08727,-5.105632,169.77583,173.3216,1.3032986,176.4369,,,,173.22748,-1.7483749,175.11366,173.39821,-0.31503785,175.20782,173.51268,1.1399845,175.75412,169.97646,-4.8193307,168.23462,164.474,-1.9275329,160.08823,167.78738,-3.8699858,164.86505,164.44801,-1.7152839,160.12769,163.57365,8.538872,160.9183,169.70668,2.3249612,171.20337,170.66809,6.594678,172.9464,170.53186,8.481432,173.425,,,,,,,,,,163.74203,10.252282,164.25603,163.44511,3.9498456,163.72343,,,,163.72177,8.594791,164.40869,168.10466,8.733054,165.17615,167.54178,10.04986,164.70207,168.82266,4.4851522,167.47215,,,,,,
249,,,,172.60744,-1.1312761,173.99751,172.48021,-0.18919224,173.94044,173.31998,4.409388,175.68729,173.39786,6.8713794,176.02072,,,,,,,173.9164,-3.271588,167.88358,173.09853,-4.800327,170.17874,173.37253,1.2538633,176.49026,172.86975,-2.0094855,174.78705,,,,167.08939,-4.199896,169.5859,169.07483,-5.121123,169.78822,173.37253,1.2538633,176.49026,,,,173.35825,-1.7668053,175.07126,173.44872,-0.32221606,175.30045,173.59285,1.0843935,175.83691,170.15233,-4.9438586,168.4179,164.73477,-1.9643698,160.34225,168.08617,-3.840892,165.17642,164.70882,-1.7517927,160.38177,163.9406,8.482491,161.31696,169.70601,2.3213072,171.20276,170.68591,6.5360746,172.95769,170.56967,8.495921,173.46869,,,,,,,,,,163.6562,10.228492,164.40552,163.54178,4.147697,163.8161,168.51212,4.996278,164.56287,163.71237,8.558853,164.40111,168.31117,8.646279,165.38278,167.94456,10.05936,165.16565,168.85072,4.364902,167.48056,,,,,,
250,173.08353,7.514084,175.5311,172.63179,-1.0424811,174.10474,172.5191,-0.25800052,174.00949,173.27335,4.389266,176.13824,173.42259,6.8692355,176.04594,173.43233,-2.6844249,174.1519,,,,174.34605,-2.9976928,168.19865,173.09293,-4.748975,170.52951,173.42854,1.0666083,176.52783,,,,,,,167.23169,-4.221929,169.91924,169.82822,-5.237403,170.52647,173.42058,1.1272527,176.54245,,,,173.41438,-1.7969751,175.11967,173.51305,-0.38640818,175.34647,173.63705,0.81118417,175.87933,170.15233,-4.9438586,168.4179,164.7256,-1.823171,160.35742,168.27715,-3.8442593,165.331,164.7256,-1.823171,160.35742,163.67003,7.6247687,161.41718,169.61206,2.293784,171.36316,170.69214,6.522809,172.9736,170.52046,8.508617,173.43222,,,,169.96167,7.632613,169.60248,,,,163.5941,10.296469,164.66353,163.80188,3.393189,164.11171,,,,163.64021,8.499431,164.33202,168.61296,8.688839,165.7036,168.65936,9.91862,165.95581,168.91585,4.345766,167.871,169.71231,0.30361632,165.1389,167.79909,0.25014406,168.29051
251,172.96843,7.496555,175.73494,172.72505,-1.0173589,174.04657,172.54564,-0.27252656,174.06294,173.30243,4.3362103,176.16966,173.37845,7.1110287,176.13101,173.60135,-2.7010272,174.32196,,,,174.57414,-2.734667,168.38966,173.1704,-4.715552,170.63402,173.53354,1.0111074,176.62099,,,,,,,167.26094,-4.2176747,170.31023,169.98767,-5.265939,170.73293,173.52675,1.0610174,176.63345,,,,173.37213,-1.7719314,175.24524,173.61273,-0.45128378,175.47565,173.68546,0.80493677,175.92796,170.31981,-4.8511586,168.5826,164.87428,-1.9637365,160.489,168.27386,-3.825959,165.40501,164.87428,-1.9637365,160.489,163.7305,7.6088758,161.4898,169.72672,2.145927,171.55573,170.66408,6.2851443,172.95396,171.07712,8.417724,172.2399,,,,170.47623,7.18617,170.15546,,,,163.65385,10.14338,164.76857,164.09224,4.087027,164.43108,168.47624,4.759966,164.61314,163.67093,8.419156,164.42075,168.92606,8.448173,166.10541,168.82422,9.800913,166.09569,168.95415,4.3499827,167.94363,169.88272,0.23473334,165.28683,,,
252,172.92969,7.4767694,175.92097,172.77199,-1.0217997,174.10915,172.78125,-0.27339002,174.37462,173.34265,4.2013063,176.21066,173.31349,7.1065016,176.29189,,,,,,,174.69919,-2.7123458,168.50984,173.12128,-4.7208147,170.73808,173.5738,0.90253145,176.66518,,,,,,,167.25406,-4.162026,170.34142,170.21269,-5.298819,171.167,173.53355,0.95033365,176.73892,,,,173.48494,-1.7733525,175.35927,173.63953,-0.53709877,175.57297,173.71472,0.7396889,176.2147,170.2963,-4.8541746,168.66507,165.01266,-2.010893,160.61697,168.2911,-3.8470135,165.43513,,,,163.78127,7.535612,161.66585,169.74112,2.162727,171.58244,170.84274,6.2446527,172.69714,171.10649,8.108204,172.2687,,,,170.6045,7.0567174,170.44003,,,,163.58534,10.069959,164.8681,164.07301,4.0302186,164.46095,168.60005,4.723856,164.71771,163.64128,8.386296,164.45488,168.96085,8.294166,166.14821,168.83458,9.767437,166.21953,169.08124,4.334156,168.22473,170.12218,0.16816543,165.5159,,,
253,172.90385,7.4440556,176.0002,172.77744,-1.03042,174.12793,172.75749,-0.24514341,174.43277,173.62741,4.1864057,176.19943,173.35994,7.0918403,176.45378,,,,,,,174.69908,-2.7459388,168.51036,173.15938,-4.789364,170.90459,173.56221,0.8896727,176.74945,,,,,,,167.14308,-4.189176,170.58377,170.0297,-5.303617,171.09253,173.5495,0.96729964,176.77274,,,,173.55354,-1.743995,175.4125,173.6038,-0.54265183,175.69604,173.73344,0.73176754,176.34352,170.3642,-4.866279,168.77916,165.44673,-2.1296446,161.18019,168.32034,-3.8921263,165.46512,,,,163.81882,7.5236025,161.83464,169.7447,2.1287293,171.57631,170.83658,6.305178,172.7079,171.16867,8.0943165,172.33199,,,,170.97835,7.0185647,170.94296,169.86035,8.407625,169.9086,163.54033,10.069175,164.93782,164.13034,4.186286,164.50449,168.57417,4.5105457,164.67474,163.62541,8.384588,164.51968,169.18486,8.27734,166.43619,169.22858,9.685203,166.75098,169.07076,4.305255,168.33331,170.16656,0.16672237,165.54012,,,
254,172.9353,7.4138966,176.02473,172.82076,-1.0065726,174.28293,172.81793,-0.09905178,174.56296,173.73318,4.181012,176.30704,173.1267,7.0463862,176.76219,,,,,,,174.76718,-2.769976,168.64064,173.13759,-4.8067775,170.93796,,,,,,,,,,167.13199,-4.202745,170.8128,170.03722,-5.262904,171.10602,,,,,,,,,,173.64536,-0.50667244,175.86798,173.8407,0.7212443,176.45604,170.36372,-4.8627925,168.77992,165.46494,-2.1532164,161.291,168.3628,-3.9090135,165.57343,,,,163.9962,7.314148,162.09816,169.75836,2.0937922,171.56183,170.8865,6.385293,172.78215,171.05447,8.140696,172.53018,,,,171.20674,6.799822,171.23354,170.06195,8.256642,170.17436,163.62546,10.07703,165.02237,164.30313,4.3601394,164.66962,168.7357,4.494113,164.73637,163.66437,8.382356,164.55907,169.26012,8.32829,166.50737,169.22858,9.685203,166.75098,169.05103,4.3172193,168.3684,170.21257,0.19152157,165.67754,170.29323,0.2085692,165.54355
255,172.97995,7.4392867,176.05144,173.18375,-1.0489603,174.6498,172.9391,-0.115048476,174.77094,173.74088,4.1803174,176.31488,173.13634,7.013663,176.84962,,,,,,,174.82492,-2.9373362,168.78345,173.25261,-4.844671,171.13652,,,,,,,,,,167.28096,-4.1026254,171.07642,170.1285,-5.2752304,171.21916,,,,,,,,,,173.64674,-0.35811946,175.91971,173.84207,0.68929714,176.46503,170.58598,-4.8340244,169.08643,165.5879,-2.2513397,161.48972,168.47739,-3.9359896,165.68643,165.5879,-2.2513397,161.48972,164.24849,7.244381,162.43861,169.82916,2.0796466,171.6283,170.90172,6.405366,172.90598,170.92581,8.136478,172.75464,,,,171.21248,6.7691264,171.31651,170.61801,8.2100935,170.82173,163.6336,10.072861,165.02046,164.36122,4.335326,164.70764,168.92497,4.643034,164.911,163.70149,8.398078,164.52016,169.32104,8.339293,166.48451,169.23021,9.709734,166.7544,169.09323,4.2860556,168.48795,170.2794,0.11384401,165.80307,170.38449,0.19651535,165.62833
256,,,,173.14525,-1.0559145,174.78915,172.89964,-0.12195962,174.91563,173.82649,4.157776,176.59286,173.19846,6.761072,177.08334,,,,,,,174.85782,-2.9763544,168.80798,173.40648,-4.9204473,171.37456,,,,,,,,,,167.24121,-3.9497285,171.59982,170.11992,-5.297737,171.25262,,,,,,,,,,173.80684,-0.2827271,176.18347,173.84854,0.71031106,176.508,170.64035,-4.9288335,169.26233,165.7229,-2.2712314,161.65477,168.63719,-3.93382,165.84843,165.7229,-2.2712314,161.65477,164.33969,7.2690673,162.61328,170.09369,2.5092144,171.8376,171.00186,6.3299446,173.17918,170.84976,8.27262,172.88217,,,,171.54807,6.7170773,171.77492,170.60576,8.101271,170.93333,163.75098,10.072791,164.62767,164.4832,3.940056,164.73885,168.9685,4.2441335,164.83995,163.82524,8.381971,164.4485,169.291,8.326283,166.53423,169.2693,9.722133,166.60869,169.18155,4.2818327,168.5761,170.31303,0.2177286,165.92102,170.33629,0.21911234,165.88228
257,173.04115,6.9458146,176.33302,173.25073,-1.0905861,174.9211,173.03766,-0.12342385,175.08199,173.85316,4.1145787,176.63983,173.37637,6.6267514,177.26172,,,,,,,174.94576,-3.0091348,168.95941,173.5346,-4.935966,171.54887,,,,173.41588,-2.3210204,175.74792,,,,167.34991,-4.0270624,171.71423,170.08882,-5.407075,171.2448,,,,,,,,,,173.87825,-0.29981637,176.43083,174.00586,0.7301478,176.67952,170.6792,-4.934915,169.34502,166.0728,-2.304807,162.05132,168.76775,-3.9402163,165.92076,166.0728,-2.304807,162.05132,164.33102,7.1936727,162.6082,170.07123,2.489715,171.87625,171.13283,6.296717,173.33939,170.83711,8.272194,172.90425,,,,171.55199,6.703027,171.7719,,,,163.71361,10.082612,164.55092,164.50085,3.7434928,164.62614,168.91406,4.020794,164.77103,163.84178,8.491472,164.46472,169.32114,8.33301,166.56378,169.19473,9.692996,166.52579,169.29059,4.2965074,168.69139,170.3808,0.09505423,165.88605,,,
258,173.1006,6.9267507,176.71123,173.22559,-1.1281104,174.96971,173.16135,-0.07889429,175.41853,173.92262,3.8837888,176.8034,173.30452,6.58823,177.39357,,,,,,,174.91562,-3.0115168,169.013,173.51013,-5.020573,171.6105,,,,,,,,,,167.4168,-3.9551399,171.7827,170.28232,-5.435344,171.56699,,,,,,,173.8375,-1.9439582,176.27214,173.90248,-0.3401808,176.50914,174.16914,0.67637706,176.83449,170.78622,-4.935278,169.54056,166.10622,-2.4061913,162.15625,169.06395,-3.982872,166.21243,166.10622,-2.4061913,162.15625,164.5952,7.1716146,162.86874,170.10107,2.4521134,171.91293,171.1178,6.2941537,173.40862,170.83217,8.271774,173.25838,,,,171.90076,6.710273,172.1323,,,,163.7219,10.126742,164.55658,164.57787,3.7146976,164.5355,168.92802,4.111532,164.82356,163.87299,8.533133,164.42242,169.30928,8.35184,166.51607,169.20021,9.726323,166.52985,169.52988,4.3682494,168.47702,,,,,,
259,173.05191,6.869781,176.80997,173.24554,-1.1211659,175.0397,173.12029,-0.077279836,175.50853,173.89651,3.730496,176.85635,173.44919,6.260204,177.58498,173.82309,-2.7522097,175.4501,,,,174.9327,-3.0617104,169.02203,173.59912,-5.080245,171.8177,,,,173.7577,-2.6891782,176.23227,,,,167.57875,-4.019292,171.92323,170.30093,-5.525441,171.58665,,,,,,,173.82956,-1.9805505,176.28911,174.10828,-0.76369363,176.68457,174.18272,0.67408556,176.93408,170.80226,-5.0007167,169.67732,166.06702,-2.4318626,162.21747,169.23831,-4.0933266,166.27396,166.06702,-2.4318626,162.21747,164.82414,6.991251,162.9146,170.0718,2.2949264,171.94853,171.0698,6.284116,173.49287,170.78427,8.26686,173.34259,,,,171.98419,6.5829954,171.9765,171.88423,7.7906737,172.46318,163.73439,10.099073,164.53787,164.60947,3.7179773,164.44682,168.90498,3.9853675,164.79361,164.04929,8.497168,164.59233,169.28592,8.446681,166.50201,169.15903,9.723484,166.59793,169.63353,4.388086,168.58301,,,,,,
260,173.0433,6.8172827,177.32008,173.39305,-1.0815622,175.26044,173.29031,-0.043507725,175.71571,173.89317,3.6764078,176.87093,173.43102,6.219877,177.65051,173.86664,-2.800556,175.89937,,,,174.92299,-3.0621643,169.11067,173.62967,-5.083239,171.84798,,,,173.81299,-2.8272848,176.6506,,,,167.64963,-4.0611787,171.9113,170.32788,-5.481953,171.63747,,,,,,,173.98303,-2.1449683,176.5342,174.12431,-0.7692684,176.7309,174.20474,0.6719348,176.9565,170.98856,-5.0672994,169.86295,166.02168,-2.436019,162.28825,169.49417,-4.0547557,166.40472,166.02168,-2.436019,162.28825,164.86687,7.1067505,162.92827,170.2686,2.2397497,172.13591,170.99823,6.2923355,173.66066,170.88512,8.167328,173.4209,,,,173.3381,6.3556876,173.33794,173.0204,7.6308637,173.61081,163.78885,10.070274,164.58035,164.6203,3.6767013,164.4397,168.73518,3.8643289,164.52257,164.17526,8.566228,164.43373,169.11656,8.457712,166.33473,169.04596,9.676377,166.81685,169.67986,4.418444,168.62834,,,,,,
261,172.92317,6.7875504,178.10806,173.52985,-1.1302063,175.39473,173.29898,-0.026597928,175.7905,173.71298,3.5724056,177.28258,173.2475,6.16302,177.98825,173.87201,-2.7838862,175.90398,,,,174.85194,-3.0918195,169.22466,173.71112,-5.071566,171.95123,,,,173.96103,-2.8438406,176.80084,,,,167.7597,-3.9918568,171.90718,170.3562,-5.48473,171.77046,,,,,,,174.04129,-2.1997564,176.83745,174.30489,-0.82930666,176.98804,174.40736,0.6626579,177.13898,170.99765,-5.024072,169.8716,166.1456,-2.4766703,162.39915,169.6223,-3.9863005,166.38463,166.1456,-2.4766703,162.39915,165.00989,7.090848,163.06804,170.33278,2.1362493,172.25362,170.87799,6.2717414,173.70755,170.74855,8.2376,173.68843,,,,173.4673,6.450049,173.46655,173.14182,7.686119,173.73096,163.89978,10.091195,164.70067,164.65776,3.4836535,164.52492,168.75574,3.0776737,164.229,164.32791,8.581716,164.55943,169.12122,8.453832,166.3271,169.05284,9.609895,166.8055,,,,,,,,,
262,173.0509,6.761405,178.30663,173.39708,-1.1638196,175.84352,173.41731,-0.04058119,175.9576,173.8209,3.5046544,177.40306,173.34102,6.0820103,178.1949,174.02707,-2.7395155,176.05988,,,,174.714,-2.9908614,169.13942,173.76697,-5.2225075,171.98499,,,,174.04837,-2.8528535,176.88979,,,,167.88368,-4.019292,171.96211,170.38739,-5.4840684,171.80313,,,,,,,174.10243,-2.3187263,176.93163,174.4083,-0.8456667,177.19325,174.5543,0.48625085,177.29388,170.99129,-5.0205393,169.88249,166.19658,-2.3436496,162.44879,169.63976,-3.943179,166.40291,166.19658,-2.3436496,162.44879,165.37244,8.456456,163.35323,170.35283,2.1346018,172.27394,170.6097,6.3242283,173.8763,170.64052,8.265045,173.63033,,,,173.44731,6.3680205,173.60756,173.19313,7.645493,173.75209,163.9075,10.046967,164.67012,164.6624,3.4833775,164.52956,168.7427,3.0129662,164.21826,164.34302,8.582077,164.53593,169.13704,8.336639,166.29906,168.86299,9.649029,166.61592,169.15054,4.2487555,169.58224,170.59576,-0.22658175,166.6945,,,
263,172.99477,6.705302,178.41621,173.50943,-1.2748461,176.01236,173.58145,-0.059615925,176.18137,173.7966,3.6491523,177.48193,173.5315,6.060935,178.47693,174.2629,-2.7636373,176.29889,,,,174.47282,-3.085151,169.09395,173.93524,-5.1156883,172.13959,,,,174.21045,-2.634448,177.04974,,,,168.14824,-3.9616609,171.98274,170.767,-5.3446555,172.22516,,,,,,,174.19957,-2.3583012,177.09064,174.4197,-0.92298764,177.23425,174.8114,0.5207131,177.549,170.7543,-5.0001597,169.64691,166.66634,-2.3691633,162.87311,169.68364,-3.946598,166.446,166.66634,-2.3691633,162.87311,,,,170.28723,1.8170452,172.54141,170.61537,6.379399,173.89243,170.58157,8.290887,173.70416,172.95181,2.20501,171.89009,173.7704,6.1986217,173.98097,173.33029,7.7184467,173.89537,163.8476,10.022814,164.57143,165.05243,3.2390623,164.92624,168.48434,2.5782743,163.97845,164.34451,8.582111,164.53362,169.14449,8.253701,166.26477,168.87437,9.649276,166.59715,169.4215,4.22576,169.89375,170.6643,-0.23325454,166.78607,,,
264,173.15103,6.668815,178.63673,173.52126,-1.352878,176.02812,173.60036,-0.10400734,176.2275,174.15973,3.5753365,177.97913,173.54608,5.952118,178.48935,174.27132,-2.8023534,176.31108,,,,174.37694,-3.1127546,169.2533,173.96469,-5.0816493,172.13,,,,,,,,,,168.2844,-4.044882,172.08058,170.77032,-5.358239,172.2238,,,,,,,174.203,-2.4076824,177.15468,174.53046,-0.96393186,177.53572,174.6957,0.5256485,177.82803,170.73228,-4.9042397,169.74062,166.67216,-2.4299314,162.87553,169.6228,-3.9557436,166.6205,166.66951,-2.4075298,162.87973,165.75316,8.430258,163.79422,170.2731,1.8318217,172.58527,170.52386,6.3862023,173.96977,170.33435,8.311849,173.50667,172.95123,2.2205746,171.89417,173.77676,6.1980963,173.98738,173.55563,7.700052,174.12242,163.8633,10.025932,164.54704,165.31604,2.930604,165.63539,168.23854,2.8471627,164.34564,164.43628,8.571871,164.62798,169.16293,8.252491,166.28299,168.94438,9.6483135,166.61353,169.4405,4.1385326,169.93294,170.66367,-0.30159047,166.79135,,,
